"Sarah McBride, the first out transgender member of US Congress, called out the Trump Administration during her speech at the 2025 HRC #transrights#transwoman#transgender#america #usa",https://www.instagram.com/p/DHKQVq7Sqcl/
"Vivian Jenna Wilson she is the new Teen Vogue model #transmodel #transbeauty #teenvogue",https://www.instagram.com/p/DHfwuRQx7V1/?hl=en
"trans women are not threat to woman hood. Womanhood is sooo much more than procreating and menstruating. And that should be a good thing, right??
#womanhood #transwomen #allyship
#trans #Igbtq #queer",https://www.instagram.com/p/DHjrKX8STYm/
"Mother shares with us how she accepted her transgender son . Jax One of my motivations for fully accepting my transgender son was due to the fact hat my father Rever really excepted me
ll be our authent csel
I did not want my son to feel the same way. It's important to allow people to freedom of being their authentic.
##authentic##authenticself##authenti city##transgender##|gbtq##mermaidh
air ##freedom##parents##parentsofte ens##parentsoftranskids",https://www.instagram.com/p/DHkEMthvJZB/
"Famous father who love and admire her transgender daughter unconditionally, showing the world that there are also parents who love their transgender children and who will protect them from transphobic people #transrights#transwoman#transgender#america #usa#unitedstatesofamerica#transrightsarehumanrights",https://www.instagram.com/p/DHPtxg-RAM5/
"Thank you to the team at @urbanmos for this great video and we will see you later today",https://www.instagram.com/p/DAgSz3VvkEx/
"@chadmichaelsallstar Defense Against Deportation Charity Drive benefiting CHIRLA.org

Come out and support this amazing organization as we raise funds to help people in our community that have been affected by the wrongful mass deportation taking place

Hosted by international award winning recording artist jacketteknightly and @discodollie_

We have a full line up of amazing talent, performers, and specials guest (announcements coming soon)

Saturday March 8th

Tickets in bio

'CHIRLA was founded in 1986 to advance the human and civil rights of immigrants and refugees. CHIRLA became a place for organizations and people who support human rights to work together for policies that advance justice and full inclusion for all immigrants.'

#local #charity #chirla #cabaret #localdrag #dragqueen
#sandiego #gaysandiego #sandiegonightlife #hillcrestsandiego
#hillcrest #fundraiser #fundraising #donate #donations
#donation #socialgood #philanthropy #nonprofit #giveback
#givingback #fundraiserevent #everycentcounts #causes
#nonprofitorganization
#donationsneeded",https://www.instagram.com/p/DGbn9kWSKye/
"side from coming out the most powerful thing you can do is vote! We are grateful we have the ability to inspire people to take their power back and use it. All registered voters in California are sent a ballot in the mail by their county registratra of voters between Oct 5 and Oct 7. In person early voting begins at your county registera's office on Oct 7. In SD they are open 8-5 M-F, ballot drop off locations will be active from Oct 8 - Nov 5 is in person voting at your precint from 6am -8pm. You can register to get a mail ballot until Oct 21 and from Oct 22 to Nov 5 you can still register buts for in person only. Ballots have to be post markee by Nov 5 and return by Nov 12. With so many options and time to vote please do your research and consider what would happen if your choice wins or loses. If those who dont view us as not valid win they will come for our bodies, our families and our existence and they will put even more justices on the supreme court. Please vote, please get everyone you know to vote and f you have family in red or swing states educate and motivate them to speak. See you at the march and let's vote- Sister Iona Dubble-Wyde
Edited", https://www.instagram.com/p/DAg4003zlvn/
"once again thank you for coming out to drag march. now is the time to sign up at where's my ballot. the state of California will text and email you when your ballot has been mailed to you, when the USPS has picked up your ballot, when your county registra has received your ballot and when your ballot has beem counted
https://www.sos.ca.gov/elections/ballot-status/wheres-my-ballot", https://www.instagram.com/p/DAqpyMivFNh/
"Just a reminder to any gay, lesbian or bisexual person who believes the movement would be better off without trans people, we are already in the gross hairs. Do you expect our trans siblings to stand with us, when you won't stand with them? We began this fight for equality together and we will win this fight for equality together.", https://www.instagram.com/p/DGgQxk_vkv4/
"LGBTQ San Diego County News is Updating!

After a necessary pause for my healing, I am making important adjustments and updates to the company and website. These changes are vital for the survival of our community’s only LGBTQ newspaper.

I appreciate your patience and support. Stay tuned for more updates, including a relaunch of the website, and the return of our print edition in the near future. Give and help us survive hate by visiting: LGBTQSD.news/Support.

Still here, still fighting. Onward!

-Eddie Reynoso, Publisher & Survivor.

LGBTQ San Diego County News",https://www.instagram.com/p/DGiXoLLJlPO/ 
"This is why we will march
https://www.joemygod.com/2025/02/park-service-axes-t-from-stonewall-monument-site/", https://www.instagram.com/p/DGCSvOcJFXY/

"Memories and reflections of Pride
Because it is the 50th anniversary of San Diego Pride, Morgan & Benny ventured out and asked people to ponder the question, “What is your fondest memory of San Diego Pride?” We asked a few others, “What does Pride mean to you?”
Read the full article via the link in our bio or at: https://lgbtqsd.news/memories-and-reflections-of-pride/", https://www.instagram.com/p/C9YVxXYMXg8/
"🚨 New Policy: Protecting Trans Youth 🚨

Eddie Reynoso, Publisher of LGBTQ San Diego County News announces new media policy to remove names of trans youth from our reporting to safeguard them from rising attacks.

As we relaunch our website and print newspaper after a period of transition and healing, we remain committed to ethical journalism that puts community safety first.

🔗 Read the full story via the link in our bio or at: https://lgbtqsd.news/lgbtq-san-diego-county-news-to-remove-names-of-minors/
💜 Support our relaunch: https://lgbtq-san-diego-county-news.fundjournalism.org/lgbtq-sd-news/

#ProtectTransYouth #LGBTQNews #EthicalJournalism #TransRights #LGBTQMedia",https://www.instagram.com/p/DF8GKpkPuZC/ 
"Omar Guido Chávez, beloved owner of Sodoma Nightclub in Tijuana, was found murdered. Two suspects have been arrested. The local LGBTQ+ community mourns the loss of a great leader and calls for justice. 🕊️💔 #RIPOmarGuido #LGBTQCommunity #JusticeForOmar

Read/Listen to story via link in our bio or at: https://lgbtqsd.news/owner-of-sodoma-lgbtq-nightclub-in-tijuana-found-murdered-two-suspects-arrested/",https://www.instagram.com/p/DBW1SFTunBc/ 
"Thank You Manchester! When I first decided to plan this protest I thought maybe 30 people would show support. To have over a thousand people show up for trans rights was mind-blowing.

I just want to thank every single one of you. To everyone who donated funds, PPE, time or advice. To all our powerful, iconic speakers, whether it was your first or hundredth time speaking, you were all magical. It was an honour to hear your rage, your fear, your happiness and hope.

The sky opened up in response to our power and we marched through it. We are fighting, we will not be quiet, we will not let the government crush us and take away our rights. We are strong and we stand with all marginalised people. Together we can beat bigotry.

My name is Viktor, and I'm honoured to be part of this community. Thank you all 💛",https://www.instagram.com/p/CCBheCrgbDW/
"Jim Desmond is trying to drag San Diego County into the nationwide attack on trans people. He’s pushing for the Board of Supervisors to support H.R.28, a federal bill that would ban trans women and girls from sports.

We can’t let this happen. The Board is meeting soon, and we need to show up, speak out, and shut this down. Opposing this agenda means standing up for trans athletes and making it clear that they belong in sports. Supporting it means siding with discrimination and erasing trans people from public life. There’s no middle ground.

Public comments are open—go leave a statement telling them that San Diego won’t stand for this kind of bigotry. Demand that our leaders reject this attack and stand for inclusion.

Leave your comment here: https://sdcounty.granicusideas.com/meetings/2104-board-of-supervisors/agenda_items/67a3c9e4f2b6701a4a000a65-10-support-the-protection-of-women-and-girls-in-s",https://www.instagram.com/p/DFvhGfDSw5r/
